date,segment_id,from_intersection,to_intersection,road_name,length_m,lanes,free_flow_speed_kmh,functional_class,daily_volume_proxy,avg_speed_kmh,peak_hour_volume,v_c_ratio,travel_time_min,community_weight
2025-10-16,S019,QNA021,QNA022,新华街,367,3,40,次干路,8449,36.8,1428,0.294,0.6,23.022
2025-10-16,S020,QNA022,QNA023,新华街,431,3,40,次干路,8677,36.8,1453,0.299,0.7,20.132
2025-10-16,S021,QNA023,QNA024,新华街,439,3,40,次干路,6828,33.0,1089,0.224,0.8,15.554
2025-10-16,S022,QNA025,QNA026,人民街,578,3,38,次干路,8512,36.7,1304,0.268,0.94,14.727
2025-10-16,S023,QNA026,QNA027,人民街,628,3,38,次干路,10421,40.4,1573,0.324,0.93,16.594
2025-10-16,S024,QNA027,QNA028,人民街,333,3,38,次干路,8747,36.8,1311,0.27,0.54,26.267
2025-10-16,S025,QNA028,QNA029,人民街,607,3,38,次干路,7136,32.9,1083,0.223,1.11,11.756
2025-10-16,S026,QNA029,QNA030,人民街,421,3,38,次干路,8965,36.6,1419,0.292,0.69,21.295
2025-10-16,S027,QNA030,QNA031,人民街,686,3,38,次干路,8993,36.3,1396,0.287,1.13,13.109
2025-10-16,S028,QNA031,QNA032,人民街,652,3,38,次干路,6944,32.7,1056,0.217,1.2,10.65
2025-10-16,S029,QNA033,QNA034,映南路,434,2,32,支路,7572,37.3,1353,0.418,0.7,17.447
2025-10-16,S030,QNA034,QNA035,映南路,332,2,32,支路,9309,41.0,1651,0.51,0.49,28.039
2025-10-16,S031,QNA035,QNA036,映南路,449,2,32,支路,7878,37.0,1324,0.409,0.73,17.546
2025-10-16,S032,QNA036,QNA037,映南路,362,2,32,支路,6287,33.1,1000,0.309,0.66,17.367
2025-10-16,S033,QNA037,QNA038,映南路,223,2,32,支路,7726,37.3,1258,0.388,0.36,34.646
2025-10-16,S034,QNA038,QNA039,映南路,301,2,32,支路,7805,37.3,1310,0.404,0.48,25.93
2025-10-16,S035,QNA039,QNA040,映南路,436,2,32,支路,4870,29.4,816,0.252,0.89,11.17
2025-10-16,S036,QNA001,QNA009,环城西路,454,3,40,次干路,8602,36.7,1401,0.288,0.74,18.947
2025-10-16,S037,QNA009,QNA017,环城西路,422,3,40,次干路,7488,32.7,1155,0.238,0.77,17.744
2025-10-16,S038,QNA017,QNA025,环城西路,359,3,40,次干路,6981,33.1,1108,0.228,0.65,19.446
2025-10-16,S039,QNA025,QNA033,环城西路,390,3,40,次干路,6243,33.5,1024,0.211,0.7,16.008
2025-10-16,S040,QNA002,QNA010,解放南路,452,4,48,主干路,11858,39.5,2009,0.31,0.69,31.481
2025-10-16,S041,QNA010,QNA018,解放南路,332,4,48,主干路,13336,38.4,2279,0.352,0.52,48.202
2025-10-16,S042,QNA018,QNA026,解放南路,327,4,48,主干路,11902,39.2,1929,0.298,0.5,43.677
2025-10-16,S043,QNA026,QNA034,解放南路,474,4,48,主干路,9841,40.5,1633,0.252,0.7,24.914
2025-10-16,S044,QNA003,QNA011,兴国路,329,4,46,主干路,12129,39.3,2116,0.327,0.5,44.24
2025-10-16,S045,QNA011,QNA019,兴国路,463,4,46,主干路,13579,38.3,2225,0.343,0.73,35.194
2025-10-16,S046,QNA019,QNA027,兴国路,456,4,46,主干路,11873,39.5,1882,0.29,0.69,31.245
2025-10-16,S047,QNA027,QNA035,兴国路,589,4,46,主干路,9889,40.9,1574,0.243,0.86,20.147
2025-10-16,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,9701,35.9,1575,0.324,0.69,23.376
2025-10-16,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,9022,31.5,1415,0.291,0.58,29.874
2025-10-16,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,8154,32.2,1271,0.262,0.96,15.833
2025-10-16,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6737,32.9,1029,0.212,1.01,12.161
2025-10-16,S052,QNA005,QNA013,北坛街,343,3,38,次干路,8704,36.7,1470,0.302,0.56,25.376
2025-10-16,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6808,33.1,1143,0.235,0.86,14.393
2025-10-16,S054,QNA021,QNA029,北坛街,320,3,38,次干路,6951,33.1,1159,0.238,0.58,21.722
2025-10-16,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6686,33.2,1070,0.22,1.02,11.897
2025-10-16,S056,QNA006,QNA014,解放北路,430,4,48,主干路,10104,40.9,1548,0.239,0.63,28.197
2025-10-16,S057,QNA014,QNA022,解放北路,601,4,48,主干路,10100,40.7,1638,0.253,0.89,20.166
2025-10-16,S058,QNA022,QNA030,解放北路,596,4,48,主干路,10463,40.3,1645,0.254,0.89,21.066
2025-10-16,S059,QNA030,QNA038,解放北路,465,4,48,主干路,10005,40.7,1607,0.248,0.69,25.819
2025-10-16,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8672,36.4,1423,0.293,0.95,15.082
2025-10-16,S061,QNA015,QNA023,应乾路,378,3,36,次干路,7173,32.8,1155,0.238,0.69,18.976
2025-10-16,S062,QNA023,QNA031,应乾路,640,3,36,次干路,7206,32.8,1131,0.233,1.17,11.259
2025-10-16,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6793,32.9,1104,0.227,0.57,21.565
2025-10-16,S064,QNA008,QNA016,街泉街,211,2,32,支路,7942,37.2,1250,0.386,0.34,37.64
2025-10-16,S065,QNA016,QNA024,街泉街,369,2,32,支路,6455,32.9,1020,0.315,0.67,17.493
2025-10-16,S066,QNA024,QNA032,街泉街,258,2,32,支路,6565,32.9,1020,0.315,0.47,25.446
2025-10-16,S067,QNA032,QNA040,街泉街,397,2,32,支路,5021,29.2,788,0.243,0.82,12.647
2025-10-17,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,9979,40.7,1561,0.241,0.95,18.508
2025-10-17,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,10293,40.4,1648,0.254,0.56,32.763
2025-10-17,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,10369,40.5,1557,0.24,0.49,37.478
2025-10-17,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,10355,40.5,1584,0.244,1.04,17.777
2025-10-17,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,10433,40.4,1678,0.259,0.68,27.217
2025-10-17,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,10548,40.2,1767,0.273,0.66,28.444
2025-10-17,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,10095,40.8,1639,0.253,0.64,27.912
2025-10-17,S008,QNA009,QNA010,太白街,391,3,42,次干路,10604,35.2,1666,0.343,0.67,27.12
2025-10-17,S009,QNA010,QNA011,太白街,697,3,42,次干路,13534,38.4,2257,0.464,1.09,19.418
2025-10-17,S010,QNA011,QNA012,太白街,372,3,42,次干路,11368,34.8,1856,0.382,0.64,30.559
2025-10-17,S011,QNA012,QNA013,太白街,666,3,42,次干路,8069,32.0,1424,0.293,1.25,12.116
2025-10-17,S012,QNA013,QNA014,太白街,699,3,42,次干路,8555,36.6,1425,0.293,1.15,12.239
2025-10-17,S013,QNA014,QNA015,太白街,599,3,42,次干路,8611,36.7,1457,0.3,0.98,14.376
2025-10-17,S014,QNA015,QNA016,太白街,364,3,42,次干路,6710,33.2,1176,0.242,0.66,18.434
2025-10-17,S015,QNA017,QNA018,新华街,622,3,40,次干路,10429,35.2,1690,0.348,1.06,16.767
2025-10-17,S016,QNA018,QNA019,新华街,536,3,40,次干路,13329,38.3,2233,0.459,0.84,24.868
2025-10-17,S017,QNA019,QNA020,新华街,336,3,40,次干路,11200,35.0,1860,0.383,0.58,33.333
2025-10-17,S018,QNA020,QNA021,新华街,335,3,40,次干路,8009,32.2,1330,0.274,0.62,23.907
2025-10-17,S019,QNA021,QNA022,新华街,367,3,40,次干路,8307,36.9,1367,0.281,0.6,22.635
2025-10-17,S020,QNA022,QNA023,新华街,431,3,40,次干路,8381,36.9,1328,0.273,0.7,19.445
2025-10-17,S021,QNA023,QNA024,新华街,439,3,40,次干路,6583,33.2,1072,0.221,0.79,14.995
2025-10-17,S022,QNA025,QNA026,人民街,578,3,38,次干路,8662,36.9,1319,0.271,0.94,14.986
2025-10-17,S023,QNA026,QNA027,人民街,628,3,38,次干路,10383,40.6,1513,0.311,0.93,16.533
2025-10-17,S024,QNA027,QNA028,人民街,333,3,38,次干路,8636,36.8,1340,0.276,0.54,25.934
2025-10-17,S025,QNA028,QNA029,人民街,607,3,38,次干路,7121,32.8,1167,0.24,1.11,11.731
2025-10-17,S026,QNA029,QNA030,人民街,421,3,38,次干路,8795,36.9,1311,0.27,0.68,20.891
2025-10-17,S027,QNA030,QNA031,人民街,686,3,38,次干路,8753,36.9,1304,0.268,1.12,12.759
2025-10-17,S028,QNA031,QNA032,人民街,652,3,38,次干路,6918,33.0,1079,0.222,1.19,10.61
2025-10-17,S029,QNA033,QNA034,映南路,434,2,32,支路,7682,37.7,1197,0.369,0.69,17.7
2025-10-17,S030,QNA034,QNA035,映南路,332,2,32,支路,9549,41.2,1545,0.477,0.48,28.762
2025-10-17,S031,QNA035,QNA036,映南路,449,2,32,支路,7999,37.4,1369,0.423,0.72,17.815
2025-10-17,S032,QNA036,QNA037,映南路,362,2,32,支路,6485,33.6,1039,0.321,0.65,17.914
2025-10-17,S033,QNA037,QNA038,映南路,223,2,32,支路,7947,37.3,1312,0.405,0.36,35.637
2025-10-17,S034,QNA038,QNA039,映南路,301,2,32,支路,7874,37.3,1363,0.421,0.48,26.159
2025-10-17,S035,QNA039,QNA040,映南路,436,2,32,支路,4878,29.4,872,0.269,0.89,11.188
2025-10-17,S036,QNA001,QNA009,环城西路,454,3,40,次干路,8696,36.6,1325,0.273,0.74,19.154
2025-10-17,S037,QNA009,QNA017,环城西路,422,3,40,次干路,7482,32.3,1135,0.234,0.78,17.73
2025-10-17,S038,QNA017,QNA025,环城西路,359,3,40,次干路,7072,32.9,1091,0.224,0.65,19.699
2025-10-17,S039,QNA025,QNA033,环城西路,390,3,40,次干路,6283,33.7,946,0.195,0.69,16.11
2025-10-17,S040,QNA002,QNA010,解放南路,452,4,48,主干路,11887,39.4,1829,0.282,0.69,31.558
2025-10-17,S041,QNA010,QNA018,解放南路,332,4,48,主干路,13551,38.2,2251,0.347,0.52,48.98
2025-10-17,S042,QNA018,QNA026,解放南路,327,4,48,主干路,12019,39.2,1922,0.297,0.5,44.106
2025-10-17,S043,QNA026,QNA034,解放南路,474,4,48,主干路,10060,40.9,1532,0.236,0.7,25.468
2025-10-17,S044,QNA003,QNA011,兴国路,329,4,46,主干路,11941,39.4,1926,0.297,0.5,43.554
2025-10-17,S045,QNA011,QNA019,兴国路,463,4,46,主干路,13313,38.5,2239,0.346,0.72,34.505
2025-10-17,S046,QNA019,QNA027,兴国路,456,4,46,主干路,11693,39.7,1849,0.285,0.69,30.771
2025-10-17,S047,QNA027,QNA035,兴国路,589,4,46,主干路,9871,41.0,1569,0.242,0.86,20.111
2025-10-17,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,9797,35.9,1567,0.322,0.69,23.607
2025-10-17,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,9256,31.3,1559,0.321,0.58,30.649
2025-10-17,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,8144,32.0,1304,0.268,0.97,15.814
2025-10-17,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6764,33.2,1140,0.235,1.0,12.209
2025-10-17,S052,QNA005,QNA013,北坛街,343,3,38,次干路,8627,36.6,1365,0.281,0.56,25.152
2025-10-17,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6822,32.9,1196,0.246,0.86,14.423
2025-10-17,S054,QNA021,QNA029,北坛街,320,3,38,次干路,6986,33.0,1193,0.245,0.58,21.831
2025-10-17,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6842,33.2,1065,0.219,1.02,12.174
2025-10-17,S056,QNA006,QNA014,解放北路,430,4,48,主干路,10361,40.4,1688,0.26,0.64,28.914
2025-10-17,S057,QNA014,QNA022,解放北路,601,4,48,主干路,10040,40.5,1596,0.246,0.89,20.047
2025-10-17,S058,QNA022,QNA030,解放北路,596,4,48,主干路,10116,40.8,1485,0.229,0.88,20.368
2025-10-17,S059,QNA030,QNA038,解放北路,465,4,48,主干路,9900,41.0,1540,0.238,0.68,25.548
2025-10-17,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8798,36.5,1537,0.316,0.95,15.301
2025-10-17,S061,QNA015,QNA023,应乾路,378,3,36,次干路,6952,33.0,1189,0.245,0.69,18.392
2025-10-17,S062,QNA023,QNA031,应乾路,640,3,36,次干路,7018,33.0,1092,0.225,1.16,10.966
2025-10-17,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6726,33.3,1094,0.225,0.57,21.352
2025-10-17,S064,QNA008,QNA016,街泉街,211,2,32,支路,8007,37.5,1305,0.403,0.34,37.948
2025-10-17,S065,QNA016,QNA024,街泉街,369,2,32,支路,6341,33.4,1060,0.327,0.66,17.184
2025-10-17,S066,QNA024,QNA032,街泉街,258,2,32,支路,6483,33.2,1059,0.327,0.47,25.128
2025-10-17,S067,QNA032,QNA040,街泉街,397,2,32,支路,5070,29.2,857,0.265,0.82,12.771
2025-10-18,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,9341,41.2,1427,0.22,0.94,17.325
2025-10-18,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,9639,41.0,1478,0.228,0.55,30.681
2025-10-18,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,9575,41.1,1530,0.236,0.48,34.608
2025-10-18,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,9585,41.1,1532,0.236,1.02,16.455
2025-10-18,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,9637,41.3,1571,0.242,0.67,25.14
2025-10-18,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,9653,41.3,1596,0.246,0.65,26.031
2025-10-18,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,9282,41.5,1475,0.228,0.63,25.665
2025-10-18,S008,QNA009,QNA010,太白街,391,3,42,次干路,9757,36.1,1642,0.338,0.65,24.954
2025-10-18,S009,QNA010,QNA011,太白街,697,3,42,次干路,12277,39.4,2023,0.416,1.06,17.614
2025-10-18,S010,QNA011,QNA012,太白街,372,3,42,次干路,10377,35.7,1665,0.343,0.63,27.895
2025-10-18,S011,QNA012,QNA013,太白街,666,3,42,次干路,7554,32.4,1226,0.252,1.23,11.342
2025-10-18,S012,QNA013,QNA014,太白街,699,3,42,次干路,7872,37.3,1322,0.272,1.12,11.262
2025-10-18,S013,QNA014,QNA015,太白街,599,3,42,次干路,7953,37.4,1305,0.269,0.96,13.277
2025-10-18,S014,QNA015,QNA016,太白街,364,3,42,次干路,6224,33.5,1007,0.207,0.65,17.099
2025-10-18,S015,QNA017,QNA018,新华街,622,3,40,次干路,9565,36.1,1587,0.327,1.03,15.378
2025-10-18,S016,QNA018,QNA019,新华街,536,3,40,次干路,12309,38.9,1954,0.402,0.83,22.965
2025-10-18,S017,QNA019,QNA020,新华街,336,3,40,次干路,10357,35.3,1716,0.353,0.57,30.824
2025-10-18,S018,QNA020,QNA021,新华街,335,3,40,次干路,7279,32.6,1147,0.236,0.62,21.728
2025-10-18,S019,QNA021,QNA022,新华街,367,3,40,次干路,7695,37.1,1275,0.262,0.59,20.967
2025-10-18,S020,QNA022,QNA023,新华街,431,3,40,次干路,7757,37.1,1246,0.256,0.7,17.998
2025-10-18,S021,QNA023,QNA024,新华街,439,3,40,次干路,6074,33.4,1017,0.209,0.79,13.836
2025-10-18,S022,QNA025,QNA026,人民街,578,3,38,次干路,7817,37.2,1203,0.248,0.93,13.524
2025-10-18,S023,QNA026,QNA027,人民街,628,3,38,次干路,9517,41.1,1537,0.316,0.92,15.154
2025-10-18,S024,QNA027,QNA028,人民街,333,3,38,次干路,7988,37.2,1304,0.268,0.54,23.988
2025-10-18,S025,QNA028,QNA029,人民街,607,3,38,次干路,6571,33.0,1063,0.219,1.1,10.825
2025-10-18,S026,QNA029,QNA030,人民街,421,3,38,次干路,8160,36.9,1332,0.274,0.68,19.382
2025-10-18,S027,QNA030,QNA031,人民街,686,3,38,次干路,8180,37.0,1323,0.272,1.11,11.924
2025-10-18,S028,QNA031,QNA032,人民街,652,3,38,次干路,6348,33.3,1009,0.208,1.17,9.736
2025-10-18,S029,QNA033,QNA034,映南路,434,2,32,支路,7004,37.9,1108,0.342,0.69,16.138
2025-10-18,S030,QNA034,QNA035,映南路,332,2,32,支路,8596,41.8,1441,0.445,0.48,25.892
2025-10-18,S031,QNA035,QNA036,映南路,449,2,32,支路,7194,37.6,1195,0.369,0.72,16.022
2025-10-18,S032,QNA036,QNA037,映南路,362,2,32,支路,5752,33.6,957,0.295,0.65,15.89
2025-10-18,S033,QNA037,QNA038,映南路,223,2,32,支路,7113,38.0,1141,0.352,0.35,31.897
2025-10-18,S034,QNA038,QNA039,映南路,301,2,32,支路,7209,37.9,1141,0.352,0.48,23.95
2025-10-18,S035,QNA039,QNA040,映南路,436,2,32,支路,4483,29.5,749,0.231,0.89,10.282
2025-10-18,S036,QNA001,QNA009,环城西路,454,3,40,次干路,8021,37.2,1235,0.254,0.73,17.667
2025-10-18,S037,QNA009,QNA017,环城西路,422,3,40,次干路,6923,33.1,1079,0.222,0.76,16.405
2025-10-18,S038,QNA017,QNA025,环城西路,359,3,40,次干路,6416,33.3,1006,0.207,0.65,17.872
2025-10-18,S039,QNA025,QNA033,环城西路,390,3,40,次干路,5695,33.7,896,0.184,0.69,14.603
2025-10-18,S040,QNA002,QNA010,解放南路,452,4,48,主干路,11077,40.1,1877,0.29,0.68,29.408
2025-10-18,S041,QNA010,QNA018,解放南路,332,4,48,主干路,12399,39.0,2150,0.332,0.51,44.816
2025-10-18,S042,QNA018,QNA026,解放南路,327,4,48,主干路,10966,40.0,1784,0.275,0.49,40.242
2025-10-18,S043,QNA026,QNA034,解放南路,474,4,48,主干路,9126,41.4,1438,0.222,0.69,23.104
2025-10-18,S044,QNA003,QNA011,兴国路,329,4,46,主干路,10839,40.3,1678,0.259,0.49,39.534
2025-10-18,S045,QNA011,QNA019,兴国路,463,4,46,主干路,12187,39.3,1882,0.29,0.71,31.586
2025-10-18,S046,QNA019,QNA027,兴国路,456,4,46,主干路,10860,40.1,1708,0.264,0.68,28.579
2025-10-18,S047,QNA027,QNA035,兴国路,589,4,46,主干路,8987,41.6,1397,0.216,0.85,18.31
2025-10-18,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,9113,36.4,1494,0.307,0.68,21.959
2025-10-18,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,8547,31.8,1396,0.287,0.57,28.301
2025-10-18,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,7485,32.5,1212,0.249,0.95,14.534
2025-10-18,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6195,33.3,1024,0.211,1.0,11.182
2025-10-18,S052,QNA005,QNA013,北坛街,343,3,38,次干路,8025,37.1,1263,0.26,0.55,23.397
2025-10-18,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6285,33.2,1058,0.218,0.85,13.288
2025-10-18,S054,QNA021,QNA029,北坛街,320,3,38,次干路,6365,33.1,1059,0.218,0.58,19.891
2025-10-18,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6128,33.3,996,0.205,1.01,10.904
2025-10-18,S056,QNA006,QNA014,解放北路,430,4,48,主干路,9484,41.4,1544,0.238,0.62,26.467
2025-10-18,S057,QNA014,QNA022,解放北路,601,4,48,主干路,9282,41.2,1539,0.237,0.88,18.533
2025-10-18,S058,QNA022,QNA030,解放北路,596,4,48,主干路,9490,41.0,1548,0.239,0.87,19.107
2025-10-18,S059,QNA030,QNA038,解放北路,465,4,48,主干路,9144,41.6,1463,0.226,0.67,23.597
2025-10-18,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8122,37.3,1357,0.279,0.92,14.125
2025-10-18,S061,QNA015,QNA023,应乾路,378,3,36,次干路,6428,33.3,1008,0.207,0.68,17.005
2025-10-18,S062,QNA023,QNA031,应乾路,640,3,36,次干路,6446,33.1,1021,0.21,1.16,10.072
2025-10-18,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6244,33.3,966,0.199,0.57,19.822
2025-10-18,S064,QNA008,QNA016,街泉街,211,2,32,支路,7384,37.7,1169,0.361,0.34,34.995
2025-10-18,S065,QNA016,QNA024,街泉街,369,2,32,支路,5870,33.6,981,0.303,0.66,15.908
2025-10-18,S066,QNA024,QNA032,街泉街,258,2,32,支路,5976,33.5,1005,0.31,0.46,23.163
2025-10-18,S067,QNA032,QNA040,街泉街,397,2,32,支路,4587,29.4,736,0.227,0.81,11.554
2025-10-19,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,8032,37.2,1209,0.187,1.04,14.897
2025-10-19,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,8382,37.1,1259,0.194,0.61,26.68
2025-10-19,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,8319,37.1,1300,0.201,0.54,30.069
2025-10-19,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,8388,37.1,1345,0.208,1.13,14.4
2025-10-19,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,8296,37.0,1267,0.196,0.75,21.642
2025-10-19,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,8284,36.6,1334,0.206,0.73,22.339
2025-10-19,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,8020,36.7,1278,0.197,0.71,22.175
2025-10-19,S008,QNA009,QNA010,太白街,391,3,42,次干路,8401,32.7,1422,0.293,0.72,21.486
2025-10-19,S009,QNA010,QNA011,太白街,697,3,42,次干路,10901,35.4,1809,0.372,1.18,15.64
2025-10-19,S010,QNA011,QNA012,太白街,372,3,42,次干路,9233,31.8,1455,0.299,0.7,24.82
2025-10-19,S011,QNA012,QNA013,太白街,666,3,42,次干路,6508,29.1,1035,0.213,1.37,9.772
2025-10-19,S012,QNA013,QNA014,太白街,699,3,42,次干路,6869,33.3,1173,0.241,1.26,9.827
2025-10-19,S013,QNA014,QNA015,太白街,599,3,42,次干路,6986,33.2,1193,0.245,1.08,11.663
2025-10-19,S014,QNA015,QNA016,太白街,364,3,42,次干路,5463,29.9,894,0.184,0.73,15.008
2025-10-19,S015,QNA017,QNA018,新华街,622,3,40,次干路,8347,32.5,1343,0.276,1.15,13.42
2025-10-19,S016,QNA018,QNA019,新华街,536,3,40,次干路,10879,35.4,1837,0.378,0.91,20.297
2025-10-19,S017,QNA019,QNA020,新华街,336,3,40,次干路,9240,31.8,1531,0.315,0.63,27.5
2025-10-19,S018,QNA020,QNA021,新华街,335,3,40,次干路,6444,29.2,1078,0.222,0.69,19.236
2025-10-19,S019,QNA021,QNA022,新华街,367,3,40,次干路,6871,33.7,1158,0.238,0.65,18.722
2025-10-19,S020,QNA022,QNA023,新华街,431,3,40,次干路,6924,33.6,1154,0.237,0.77,16.065
2025-10-19,S021,QNA023,QNA024,新华街,439,3,40,次干路,5358,29.9,915,0.188,0.88,12.205
2025-10-19,S022,QNA025,QNA026,人民街,578,3,38,次干路,6883,33.4,1034,0.213,1.04,11.908
2025-10-19,S023,QNA026,QNA027,人民街,628,3,38,次干路,8364,36.9,1224,0.252,1.02,13.318
2025-10-19,S024,QNA027,QNA028,人民街,333,3,38,次干路,6964,33.1,1055,0.217,0.6,20.913
2025-10-19,S025,QNA028,QNA029,人民街,607,3,38,次干路,5635,29.6,882,0.181,1.23,9.283
2025-10-19,S026,QNA029,QNA030,人民街,421,3,38,次干路,6954,33.5,1068,0.22,0.75,16.518
2025-10-19,S027,QNA030,QNA031,人民街,686,3,38,次干路,7030,33.6,1104,0.227,1.23,10.248
2025-10-19,S028,QNA031,QNA032,人民街,652,3,38,次干路,5509,29.9,871,0.179,1.31,8.449
2025-10-19,S029,QNA033,QNA034,映南路,434,2,32,支路,6164,33.8,1096,0.338,0.77,14.203
2025-10-19,S030,QNA034,QNA035,映南路,332,2,32,支路,7699,37.4,1345,0.415,0.53,23.19
2025-10-19,S031,QNA035,QNA036,映南路,449,2,32,支路,6495,33.9,1140,0.352,0.79,14.465
2025-10-19,S032,QNA036,QNA037,映南路,362,2,32,支路,5126,30.2,887,0.274,0.72,14.16
2025-10-19,S033,QNA037,QNA038,映南路,223,2,32,支路,6232,33.9,1018,0.314,0.39,27.946
2025-10-19,S034,QNA038,QNA039,映南路,301,2,32,支路,6214,33.9,1049,0.324,0.53,20.645
2025-10-19,S035,QNA039,QNA040,映南路,436,2,32,支路,3978,26.2,683,0.211,1.0,9.124
2025-10-19,S036,QNA001,QNA009,环城西路,454,3,40,次干路,6813,33.5,1044,0.215,0.81,15.007
2025-10-19,S037,QNA009,QNA017,环城西路,422,3,40,次干路,6017,29.6,946,0.195,0.86,14.258
2025-10-19,S038,QNA017,QNA025,环城西路,359,3,40,次干路,5667,29.6,867,0.178,0.73,15.786
2025-10-19,S039,QNA025,QNA033,环城西路,390,3,40,次干路,5061,30.0,811,0.167,0.78,12.977
2025-10-19,S040,QNA002,QNA010,解放南路,452,4,48,主干路,9619,36.4,1580,0.244,0.75,25.537
2025-10-19,S041,QNA010,QNA018,解放南路,332,4,48,主干路,10731,35.6,1785,0.275,0.56,38.787
2025-10-19,S042,QNA018,QNA026,解放南路,327,4,48,主干路,9562,36.3,1603,0.247,0.54,35.09
2025-10-19,S043,QNA026,QNA034,解放南路,474,4,48,主干路,7986,37.2,1319,0.204,0.76,20.218
2025-10-19,S044,QNA003,QNA011,兴国路,329,4,46,主干路,9664,36.2,1482,0.229,0.55,35.249
2025-10-19,S045,QNA011,QNA019,兴国路,463,4,46,主干路,11049,35.2,1761,0.272,0.79,28.637
2025-10-19,S046,QNA019,QNA027,兴国路,456,4,46,主干路,9681,36.1,1488,0.23,0.76,25.476
2025-10-19,S047,QNA027,QNA035,兴国路,589,4,46,主干路,8077,37.2,1263,0.195,0.95,16.456
2025-10-19,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,7888,32.8,1268,0.261,0.76,19.007
2025-10-19,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,7423,28.4,1191,0.245,0.64,24.579
2025-10-19,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,6523,28.8,1112,0.229,1.07,12.666
2025-10-19,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,5382,29.8,945,0.194,1.12,9.715
2025-10-19,S052,QNA005,QNA013,北坛街,343,3,38,次干路,7008,33.4,1130,0.233,0.62,20.431
2025-10-19,S053,QNA013,QNA021,北坛街,473,3,38,次干路,5529,29.9,923,0.19,0.95,11.689
2025-10-19,S054,QNA021,QNA029,北坛街,320,3,38,次干路,5556,29.9,848,0.174,0.64,17.363
2025-10-19,S055,QNA029,QNA037,北坛街,562,3,38,次干路,5380,29.9,824,0.17,1.13,9.573
2025-10-19,S056,QNA006,QNA014,解放北路,430,4,48,主干路,8157,36.8,1363,0.21,0.7,22.764
2025-10-19,S057,QNA014,QNA022,解放北路,601,4,48,主干路,8212,37.1,1385,0.214,0.97,16.397
2025-10-19,S058,QNA022,QNA030,解放北路,596,4,48,主干路,8269,37.4,1346,0.208,0.96,16.649
2025-10-19,S059,QNA030,QNA038,解放北路,465,4,48,主干路,7806,37.5,1262,0.195,0.74,20.145
2025-10-19,S060,QNA007,QNA015,应乾路,575,3,36,次干路,7113,33.0,1164,0.24,1.05,12.37
2025-10-19,S061,QNA015,QNA023,应乾路,378,3,36,次干路,5698,29.7,961,0.198,0.76,15.074
2025-10-19,S062,QNA023,QNA031,应乾路,640,3,36,次干路,5685,29.8,912,0.188,1.29,8.883
2025-10-19,S063,QNA031,QNA039,应乾路,315,3,36,次干路,5439,29.9,892,0.184,0.63,17.267
